Name,Ticker,Sub-Sector
Kotak Nifty 100 Low Volatility 30 ETF,LOWVOL1,Equity
Shreeram Proteins Ltd,SRPL,Agro Products
Indong Tea Company Ltd,INDONG,Tea & Coffee
DSP Nifty 50 ETF,NIFTYADD,Equity
Gilada Finance and Investments Ltd,GILADAFINS,Investment Banking & Brokerage
Kotia Enterprises Ltd,KEL,Industrial Machinery
Radaan Media Works India Ltd,RADAAN,Movies & TV Serials
RTCL Ltd,RAGHUTOB,Real Estate
Paramount Cosmetics (India) Ltd,PARMCOS-B,FMCG - Personal Products
Adhbhut Infrastructure Ltd,ADHBHUTIN,Real Estate
Sterling Powergensys Ltd,STERPOW,Textiles
NCC Blue Water Products Ltd,NCCBLUE,Packaged Foods & Meats
Tci Finance Ltd,TCIFINANCE,Diversified Financials
Gajanand International Ltd,GAJANAND,Textiles
Adhata Global Ltd,MVCOTSP,Building Products - Others
Source Industries (India) Ltd,SOURCEIND,Textiles
Zenith Healthcare Ltd,ZENITHHE,Pharmaceuticals
Ventura Textiles Ltd,VENTURA,Textiles
Kkalpana Plastick Ltd,KKPLASTICK,Plastic Products
Bharat Bhushan Finance & Commodity Brokers Ltd,BHARAT,Specialized Finance
Integrated Capital Services Ltd,ICSL,Business Support Services
HCKK Ventures Ltd,HCKKVENTURE,Real Estate
Shashwat Furnishing Solutions Ltd,SFSL,Water Management
Kunststoffe Industries Ltd,KUNSTOFF,Building Products - Pipes
Munoth Financial Services Ltd,MUNOTHFI,Investment Banking & Brokerage
Shree Securities Ltd,SHREESEC,Diversified Financials
Vashishtha Luxury Fashion Ltd,VASHISHTHA,Apparel & Accessories
Gyan Developers and Builders Ltd,GYANDEV,Real Estate
Innokaiz India Ltd,INNOKAIZ,Advertising
JHS Svendgaard Retail Ventures Ltd,RETAIL,Retail - Department Stores
Pro Clb Global Ltd,PROCLB,Consumer Finance
L K Mehta Polymers Ltd,LKMEHTA,Plastic Products
MEP Infrastructure Developers Ltd,MEP,Roads
Rita Finance and Leasing Ltd,RFLL,Specialized Finance
Gujarat Hy Spin Ltd,GUJHYSPIN,Textiles
Hit Kit Global Solutions Ltd,HITKITGLO,FMCG - Foods
Vivo Collaboration Solutions Ltd,VIVO,Telecom Services
Glaam Up Jwel Ltd,GLEAM,"Precious Metals, Jewellery & Watches"
Quality RO Industries Ltd,QRIL,Specialized Finance
DRS Cargo Movers Ltd,DRSCARGO,Logistics
Raconteur Global Resources Ltd,RACONTEUR,Mining - Diversified
DSP Nifty IT ETF,ITADD,Equity
Gujarat Lease Financing Ltd,GLFL,Consumer Finance
Anuroop Packaging Ltd,ANUROOP,Packaging
Sanblue Corporation Ltd,SANBLUE,Commodities Trading
Palm Jewels Limited,PALMJEWELS,"Precious Metals, Jewellery & Watches"
Vas Infrastructure Ltd,VASINFRA,Real Estate
Quantum Nifty 50 ETF,QNIFTY,Equity
7NR Retail Ltd,7NR,Apparel & Accessories
Sati Poly Plast Ltd,SATIPOLY,Packaging
Zerodha Nifty Midcap 150 ETF,MID150CASE,Equity
ICICI Pru Nifty 10 yr Benchmark G-sec ETF,GSEC10IETF,Debt
JMD Ventures Ltd,JMDVL,Rail
Mehta Integrated Finance Ltd,MEHIF,Diversified Financials
Epuja Spiritech Ltd,EPUJA,Online Services
Trans Freight Containers Ltd,TRANSFRE,Industrial Machinery
AIK Pipes and Polymers Ltd,AIKPIPES,Building Products - Pipes
ICICI Prudential BSE Liquid Rate ETF - Growth,CASHIETF,Equity
Debock Industries Ltd,DIL,Agricultural & Farm Machinery
S M Gold Ltd,SMGOLD,"Precious Metals, Jewellery & Watches"
Decillion Finance Ltd,DFL,Specialized Finance
Visagar Polytex Ltd,VIVIDHA,Textiles
SRM Energy Ltd,SRMENERGY,Renewable Energy
Aditya Birla Sun Life BSE Sensex ETF,BSLSENETFG,Equity
Om Metallogic Ltd,OML,Metals - Aluminium
Sarvottam Finvest Ltd,SARVOTTAM,Investment Banking & Brokerage
EP Biocomposites Ltd,EPBIO,Building Products - Others
HDFC Nifty Private Bank ETF,HDFCPVTBAN,Equity
Brisk Technovision Ltd,BRISK,IT Services & Consulting
COSYN Ltd,COSYN,IT Services & Consulting
Heads UP Ventures Ltd,HEADSUP,Textiles
Minolta Finance Ltd,MINOLTAF,Diversified Financials
Vanta Bioscience Ltd,VANTABIO,Labs & Life Sciences Services
Ashtasidhhi Industries Ltd,GUJINV,Diversified Financials
Zerodha Nifty 100 ETF,TOP100CASE,Equity
VR Films & Studios Ltd,VRFILMS,Movies & TV Serials
Continental Chemicals Ltd,CONTCHM,Software Services
Duke Offshore Ltd,DUKEOFS,Oil & Gas - Equipment & Services
Thinking Hats Entertainment Solutions Ltd,THESL,Advertising
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,Equity
Motilal Oswal BSE Enhanced Value ETF,MOVALUE,Equity
UR Sugar Industries Ltd,URSUGAR,Trading Companies & Distributors
Khandelwal Extractions Ltd,ZKHANDEN,Packaged Foods & Meats
Zerodha Nifty 8-13 Yr G-Sec ETF,LTGILTCASE,Debt
Edelweiss Nifty 1D Rate Liquid ETF - Growth,ELIQUID,Debt
Raama Paper Mills Ltd,RAMAPPR-B,Paper Products
BKV Industries Ltd,BKV,Packaged Foods & Meats
Gautam Gems Ltd,GGL,"Precious Metals, Jewellery & Watches"
Tirth Plastic Ltd,TIRTPLS,Building Products - Others
United Credit Ltd,UNITDCR,Consumer Finance
Jaipan Industries Ltd,JAIPAN,Home Electronics & Appliances
Kachchh Minerals Ltd,KACHCHH,Mining - Diversified
Ind Renewable Energy Ltd,INDRENEW,Renewable Energy Equipment & Services
Kallam Textiles Ltd,KALLAM,Textiles
Groarc Industries India Ltd,GROARC,Biotechnology
Sarda Proteins Ltd,SRDAPRT,Packaged Foods & Meats
Tata Gold Exchange Traded Fund,TATAGOLD,Gold
RSC International Ltd,RSCINT,Textiles
DocMode Health Technologies Ltd,DHTL,Education Services
Nippon India ETF Nifty 100,NIF100BEES,Equity
Parmax Pharma Ltd,PARMAX,Pharmaceuticals
Shanthala FMCG Products Ltd,SHANTHALA,FMCG - Personal Products
Zodiac Ventures Ltd,ZODIACVEN,Real Estate
MFL India Ltd,MFLINDIA,Logistics
Ind Agiv Commerce Ltd,INDAGIV,Technology Hardware
Moongipa Capital Finance Ltd,MONGIPA,Consumer Finance
ICICI Prudential Nifty IT ETF,ITIETF,Equity
Octavius Plantations Ltd,OCTAVIUSPL,Agro Products
Triumph International Finance India Ltd,TRIUMPIN,Investment Banking & Brokerage
Yogi Infra Projects Ltd,YOGISUNG,Construction & Engineering
Vikas Proppant & Granite Ltd,VIKASPROP,Agro Products
Stellar Capital Services Ltd,STELLAR,Consumer Finance
Consecutive Commodities Ltd,CCDL,Investment Banking & Brokerage
Humming Bird Education Ltd,HBEL,Education Services
Colinz Laboratories Ltd,COLINZ,Pharmaceuticals
BLT Logistics Ltd,BLT,Logistics
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches"
Trustwave Securities Ltd,TRUSTWAVE,Specialized Finance
Kisaan Parivar Industries Ltd,KISAAN,Agro Products
Usha Martin Education And Solutions Ltd,UMESLTD,Education Services
Eastern Treads Ltd,EASTRED,Tires & Rubber
Market Creators Ltd,MKTCREAT,Investment Banking & Brokerage
SI Capital & Financial Services Ltd,SICAPIT,Tour & Travel Services
Varyaa Creations Ltd,VARYAA,"Precious Metals, Jewellery & Watches"
UTI BSE Sensex Next 50 ETF,SNXT50BETA,Equity
Econo Trade (India) Ltd,ETIL,Diversified Financials
Edelweiss Nifty 50 ETF,ENIFTY,Equity
Ganon Products Ltd,GANONPRO,Commodities Trading
Norris Medicines Ltd,NORRIS,Pharmaceuticals
Regal Entertainment and Consultants Ltd,REGAL,Diversified Financials
Inspire Films Ltd,INSPIRE,Movies & TV Serials
Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches"
Anna Infrastructures Ltd,ANNAINFRA,Real Estate
DJS Stock and Shares Ltd,DJSSS,Investment Banking & Brokerage
Globale Tessile Ltd,GLOBALE,Textiles
New Markets Avenue Ltd,NEWMKTAVE,IT Services & Consulting
G K Consultants Ltd,GKCONS,Diversified Financials
HDFC Nifty NEXT 50 ETF,HDFCNEXT50,Equity
ANS Industries Ltd,ANSINDUS,Packaged Foods & Meats
Sreechem Resins Ltd,SRECR,Commodity Chemicals
BIL Vyapar Limited,BILVYAPAR,Conglomerates
Adinath Textiles Ltd,ADINATH,Textiles
Golden Legand Leasing and Finance Ltd,GOLDLEG,Specialized Finance
Resourceful Automobile Ltd,RAL,Retail - Speciality
Mitshi India Ltd,MITSHI,Conglomerates
F G P Ltd,FGP,Business Support Services
Saptak Chem and Business Ltd,SCBL,Fertilizers & Agro Chemicals
Afloat Enterprises Ltd,ADISHAKTI,Commodities Trading
Tokyo Finance Ltd,TOKYOFIN,Consumer Finance
S & T Corporation Ltd,STCORP,Packaged Foods & Meats
Mihika Industries Ltd,MIHIKA,Commodities Trading
SP Refractories Ltd,SPRL,Cement
Natura Hue Chem Ltd,NATHUEC,Ports
Franklin Leasing and Finance Ltd,FRANKLIN,Diversified Financials
Jet Solar Ltd,JETINFRA,Real Estate
Manglam Global Corporations Ltd,MANGLAM,Agro Products
Arrowhead Seperation Engineering Ltd,ARROWHEAD,Industrial Machinery
Amiable Logistics (India) Ltd,AMIABLE,Logistics
Panabyte Technologies Ltd,PANABYTE,Commodities Trading
Supreme (India) Impex Ltd,SIIL,Textiles
Sanghvi Brands Ltd,SBRANDS,Wellness Services
Solid Stone Co Ltd,SOLIDSTON,Building Products - Others
Gajanan Securities Services Ltd,GAJANANSEC,Investment Banking & Brokerage
Raj Packaging Industries Ltd,RAJPACK,Packaging
Neopolitan Pizza and Foods Ltd,NPFL,Restaurants & Cafes
Perfect-Octave Media Projects Ltd,OCTAVE,Movies & TV Serials
DSP Nifty Private Bank ETF,PVTBANKADD,Equity
Bandhan Silver ETF,SILVERBND,Silver
Astron Multigrain Ltd,ASTRONMULT,Packaged Foods & Meats
G K P Printing & Packaging Ltd,GKP,Packaging
Kalyani Commercials Ltd,KALYANI,Consumer Finance
Edelweiss BSE Sensex ETF,ESENSEX,Equity
Typhoon Financial Services Ltd,TFSL,Diversified Financials
Natraj Proteins Ltd,NATRAJPR,FMCG - Foods
Angel One Nifty Total Market ETF,AONETOTAL,Equity
Containe Technologies Ltd,CONTAINE,Auto Parts
Dhillon Freight Carrier Ltd,DHILLON,Logistics
Universal Office Automation Ltd,UNIOFFICE,Industrial Machinery
Daulat Securities Ltd,DAULAT,Investment Banking & Brokerage
Comfort Commotrade Ltd,COMCL,Commodities Trading
KBS India Ltd,KBSINDIA,Investment Banking & Brokerage
Suryo Foods and Industries Ltd,SURFI,Packaged Foods & Meats
Radha Madhav Corporation Ltd,RMCL,Packaging
Fruition venture Ltd,FRUTION,Investment Banking & Brokerage
Datiware Maritime Infra Ltd,DATIWARE,Shipbuilding
Infronics Systems Ltd,INFRONICS,IT Services & Consulting
Velox Shipping and Logistics Ltd,VELOX,
Diggi Multitrade Ltd,DML,Real Estate
Ahimsa Industries Ltd,AHIMSA,Plastic Products
Tradewell Holdings Ltd,TRADEWELL,Investment Banking & Brokerage
Trio Mercantile And Trading Ltd,TRIOMERC,Commodities Trading
Bothra Metals and Alloys Ltd,BMAL,Metals - Aluminium
Asia Pack Ltd,ASIAPAK,Real Estate
Raunaq lnternational Ltd,RAUNAQ,Construction & Engineering
Globe Multi Ventures Ltd,GLCL,Commodities Trading
Global Longlife Hospital and Research Ltd,GLHRL,Hospitals & Diagnostic Centres
NPR Finance Ltd,NPRFIN,Consumer Finance
Alps Industries Ltd,ALPSINDUS,Textiles
Cemantic Infra-Tech Ltd,CEMAINFRA,Construction & Engineering
White Organic Agro Ltd,WHITEORG,FMCG - Foods
Creative Eye Ltd,CREATIVEYE,Movies & TV Serials
Prag Bosimi Synthetics Ltd,PRAGBOS,Textiles
Indo-City Infotech Ltd,INDOCITY,Diversified Financials
ACI Infocom Ltd,ACIIN,IT Services & Consulting
Hemo Organic Ltd,HEMORGANIC,Pharmaceuticals
Dolphin Kitchen Utensils and Appliances Ltd,DKUAL,Commodities Trading
Muller and Phipps (India) Ltd,MULLER,FMCG - Personal Products
Technopack Polymers Ltd,TECHNOPACK,Packaging
Tuni Textile Mills Ltd,TUNITEX,Textiles
Edelweiss Gold ETF,EGOLD,Gold
S V Trading and Agencies Ltd,ZSVTRADI,Investment Banking & Brokerage
Zinema Media and Entertainment Ltd,ZINEMA,Animation
Asian Warehousing Ltd,ASIAN,Advertising
ICICI Prudential Nifty Metal ETF,METALIETF,Equity
Eurotex Industries and Exports Ltd,EUROTEXIND,Textiles
Blue Chip India Ltd,BLUECHIP,Asset Management
DCM Financial Services Ltd,DCMFINSERV,Consumer Finance
Saroja Pharma Industries India Ltd,SAROJA,Pharmaceuticals
Unipro Technologies Ltd,UPROTECH,Software Services
Niraj Ispat Industries Ltd,NIRAJISPAT,Textiles
ICICI Prudential Nifty PSU Bank ETF,PSUBNKIETF,Equity
VCU Data Management Ltd,VCU,Electronic Equipments
Mideast Portfolio Management Ltd,MIDEASTP,Investment Banking & Brokerage
Ishan International Ltd,ISHAN,Industrial Machinery
Goenka Business & Finance Ltd,GBFL,Diversified Financials
Emmessar Biotech and Nutrition Ltd,EMMESSA,Pharmaceuticals
Shivagrico Implements Ltd,SHIVAGR,Agricultural & Farm Machinery
Veritaas Advertising Ltd,VERITAAS,Advertising
Prabhu Steel Industries Ltd,ZPRBHSTE,Iron & Steel
Ortin Global Ltd,ORTINGLOBE,Pharmaceuticals
Seasons Textiles Ltd,SEASONST,Textiles
Jackson Investments Ltd,JACKSON,Investment Banking & Brokerage
Uniinfo Telecom Services Ltd,UNIINFO,Telecom Services
Suncare Traders Ltd,SCTL,Commodities Trading
Surya India Ltd,SURYAINDIA,Real Estate
R J Shah and Company Ltd,RJSHAH,Construction & Engineering
Svaraj Trading and Agencies Ltd,ZSVARAJT,Commodities Trading
Beryl Securities Ltd,BERYLSE,Diversified Financials
United Interactive Ltd,UNITEDINT,IT Services & Consulting
Garware Marine Industries Ltd,GARWAMAR,Shipbuilding
UTI Nifty 5 yr Benchmark G-Sec ETF,GILT5BETA,Debt
Shree Krishna Infrastructure Ltd,SKIFL,Real Estate
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches"
Mirae Asset BSE Sensex ETF,SENSEXETF,Equity
Jiwanram Sheoduttrai Industries Ltd,JIWANRAM,Business Support Services
Edelweiss BSE Capital Markets & Insurance ETF,ECAPINSURE,Equity
Sungold Media and Entertainment Ltd,SMEL,Advertising
Vishvprabha Ventures Ltd,VISVEN,Investment Banking & Brokerage
OTCO International Ltd,OTCO,IT Services & Consulting
Karnavati Finance Ltd,KARNAVATI,Consumer Finance
Antarctica Ltd,ANTGRAPHIC,Packaging
J J Finance Corporation Ltd,JJFINCOR,Diversified Financials
Quality Foils (India) Ltd,QFIL,Metals - Diversified
Cian Healthcare Ltd,CHCL,Pharmaceuticals
Tijaria Polypipes Ltd,TIJARIA,Building Products - Pipes
Neil Industries Ltd,NEIL,Diversified Financials
Garbi Finvest Ltd,GARBIFIN,Consumer Finance
Shree Karthik Papers Ltd,SHKARTP,Paper Products
HB Leasing and Finance Co Ltd,HBLEAS,Diversified Financials
Tamil Nadu Steel Tubes Ltd,TNSTLTU,Building Products - Pipes
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,Equity
India Lease Development Ltd,INDLEASE,Specialized Finance
Jauss Polymers Ltd,JAUSPOL,Packaging
Suvidha Infraestate Corporation Ltd,SICL,Construction & Engineering
Sarthak Global Ltd,SARTHAKGL,Investment Banking & Brokerage
Sri Nachammai Cotton Mills Ltd,SRINACHA,Textiles
Gemstone Investments Ltd,GEMSI,Consumer Finance
SRG Fingrow Finance Ltd,SRGFFL,Specialized Finance
CitiChem India Ltd,CITICHEM,Specialty Chemicals
Bindal Exports Ltd,BINDALEXPO,Textiles
Sibar Auto Parts Ltd,SIBARAUT,Auto Parts
Oxford Industries Ltd,OXFORDIN,Textiles
Shukra Jewellery Ltd,SHUKJEW,"Precious Metals, Jewellery & Watches"
GCM Securities Ltd,GCMSECU,Investment Banking & Brokerage
Shree Manufacturing Co Ltd,SHRMFGC,Textiles
The Wealth Company Gold ETF,TWCGOLDETF,Gold
Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,Agro Products
DAPS Advertising Ltd,DAPS,Advertising
Citi Port Financial Services Ltd,CITIPOR,Diversified Financials
Motilal Oswal Silver ETF,MOSILVER,Silver
Sanathnagar Enterprises Ltd,SEL,Real Estate
Link Pharmachem Ltd,LINKPH,Commodity Chemicals
Samyak International Ltd,SAMYAKINT,Commodities Trading
SRU Steels Ltd,SRUSTEELS,Iron & Steel
New Light Industries Ltd,NEWLIGHT,Apparel & Accessories
Amforge Industries Ltd,AMFORG,Consumer Finance
Educomp Solutions Ltd,EDUCOMP,Education Services
Rajdarshan Industries Ltd,ARENTERP,Mining - Diversified
PBA Infrastructure Ltd,PBAINFRA,Construction & Engineering
BKM Industries Ltd,BKMINDST,Packaging
Mirae Asset Nifty IT ETF,ITETF,Equity
DSP BSE Liquid Rate ETF,LIQUIDADD,Equity
Associated Coaters Ltd,ASSOCIATED,Building Products - Others
Shangar Decor Ltd,SHANGAR,Home Furnishing
Computer Point Ltd,COMPUPN,IT Services & Consulting
Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,ABGSEC,Equity
Scintilla Commercial & Credit Ltd,SCC,Specialized Finance
SDC Techmedia Ltd,SDC,Rail
Univa Foods Ltd,UNIVAFOODS,"Hotels, Resorts & Cruise Lines"
Vedant Asset Ltd,VEDANTASSET,Specialized Finance
Mirae Asset Nifty 1D Rate Liquid ETF   Growth,LIQUIDPLUS,Debt
Sabrimala Industries India Ltd,SIIL,Technology Hardware
Sumeru Industries Ltd,SUMERUIND,Business Support Services
SMVD Polypack Ltd,SMVD,Packaging
Gallops Enterprise Ltd,GALLOPENT,Real Estate
Dhanuka Infra Realty Ltd,DIRL,Real Estate
Kizi Apparels Ltd,KIZI,Apparel & Accessories
Frontier Capital Ltd,FRONTCAP,Diversified Financials
Kenrik Industries Ltd,KENRIK,"Precious Metals, Jewellery & Watches"
Kahan Packaging Ltd,KAHAN,Packaging
Motilal Oswal BSE Healthcare ETF,MOHEALTH,Equity
Parampara Dairy Delights Ltd,PARAMPARA,Packaging
Panther Industrial Products Ltd,PANIDPR,Investment Banking & Brokerage
MT Educare Ltd,MTEDUCARE,Education Services
Super Fine Knitters Ltd,SKL,Apparel & Accessories
HDFC NIFTY Midcap 150 ETF,HDFCMID150,Equity
First Custodian Fund (India) Ltd,1STCUS,Investment Banking & Brokerage
Jindal Cotex Ltd,JINDCOT,Textiles
Coastal Roadways Ltd,COARO,Logistics
Compuage Infocom Ltd,COMPINFO,Technology Hardware
Pyxis Finvest Ltd,PYXISFIN,Diversified Financials
Santosh Fine Fab Ltd,SANTOSHF,Textiles
Goblin India Ltd,GOBLIN,Retail - Speciality
Nexus Surgical and Medicare Ltd,NEXUSSURGL,Pharmaceuticals
Phyto Chem (India) Ltd,PHYTO,Fertilizers & Agro Chemicals
Kumbhat Financial Services Ltd,KUMPFIN,Diversified Financials
ICICI Prudential Nifty Infrastructure ETF,INFRAIETF,Equity
Ontic Finserve Ltd,ONTIC,Specialized Finance
Mish Designs Ltd,MISHDESIGN,Apparel & Accessories
ICICI Prudential Nifty 200 Quality 30 ETF,QUAL30IETF,Equity
Rajvi Logitrade Ltd,RAJVI,Logistics
Tarini International Ltd,TARINI,Renewable Energy
Southern Infoconsultants Ltd,SOUTHERNIN,IT Services & Consulting
Bandhan Gold ETF,GOLDBND,Gold
Billwin Industries Ltd,BILLWIN,Apparel & Accessories
Rander Corp Ltd,RANDER,Real Estate
Welterman International Ltd,WELTI,Fertilizers & Agro Chemicals
Rajasthan Petro Synthetics Ltd,RAJSPTR,Logistics
Kuwer Industries Ltd,KUWERIN,Packaging
Aditya Birla Sun Life CRISIL 10 Year Gilt ETF,GSEC10ABSL,Equity
HDFC NIFTY Smallcap 250 ETF,HDFCSML250,Equity
Kush Industries Ltd,KUSHIND,Textiles
Ushakiran Finance Ltd,USHAKIRA,Diversified Financials
Kinetic Trust Ltd,KINETRU,Investment Banking & Brokerage
Beryl Drugs Ltd,BERLDRG,Pharmaceuticals
Garware Synthetics Ltd,GARWSYN,Textiles
Rajasthan Cylinders and Containers Ltd,RCCL,Oil & Gas - Storage & Transportation
Tarai Foods Ltd,TARAI,Packaged Foods & Meats
Bajaj Finserv Nifty 1D Rate Liquid ETF - Growth,LIQUIDBETF,Debt
Western Overseas Study Abroad Ltd,WOSAL,Education Services
United Leasing & Industries Ltd,UNTTEMI,Textiles
NB Footwear Ltd,NBFOOT,Apparel & Accessories
Shanti Guru Industries Ltd,SHANTIGURU,FMCG - Foods
Vellora Impact Ltd,PRATIKSH,Commodity Chemicals
Shrydus Industries Ltd,SHRYDUS,Commodity
Gagan Gases Ltd,GAGAN,Oil & Gas - Storage & Transportation
Quadpro Ites Ltd,QUADPRO,Business Support Services
Dalal Street Investments Ltd,DSINVEST,Investment Banking & Brokerage
Pasari Spinning Mills Ltd,PASARI,Textiles
Catvision Ltd,CATVISION,Communication & Networking
KCD Industries India Ltd,KCDGROUP,Real Estate
Transwind Infrastructures Ltd,TRANSWIND,Construction & Engineering
Neelkanth Rock-Minerals Ltd,NEELKAN,Building Products - Granite
GTN Textiles Ltd,GTNTEX,Textiles
Suumaya Industries Ltd,SUULD,Apparel & Accessories
Mid India Industries Ltd,MIDINDIA,Textiles
Northlink Fiscal and Capital Services Ltd,NORTHLINK,Construction & Engineering
Shashank Traders Ltd,SHASHANK,Textiles
DSP Nifty Healthcare ETF,HEALTHADD,Equity
Samtex Fashions Ltd,SAMTEX,Apparel & Accessories
RGF Capital Markets Ltd,RGF,Diversified Financials
Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines"
Pan Electronics (India) Ltd,PANELEC,Electrical Components & Equipments
Svam Software Ltd,SVAMSOF,Software Services
Yunik Managing Advisors Ltd,YUNIKM,Business Support Services
Shree Ganesh Elastoplast Ltd,SHGANEL,Agro Products
East Buildtech Ltd,EASTBUILD,Real Estate
Clio Infotech Ltd,CLIOINFO,Consumer Finance
RLF Ltd,RLF,Textiles
Interactive Financial Services Ltd,IFINSER,Investment Banking & Brokerage
Rajputana Investment & Finance Ltd,RAJPUTANA,Investment Banking & Brokerage
KOBO Biotech Ltd,KOBO,Pharmaceuticals
Axis BSE Sensex ETF,AXSENSEX,Equity
Indifra Ltd,INDIFRA,Construction & Engineering
Ishaan Infrastructures and Shelters Ltd,IISL,Construction & Engineering
HDFC Nifty200 Momentum 30 ETF,HDFCMOMENT,Equity
Net Pix Shorts Digital Media Ltd,NETPIX,Online Services
Mirae Asset Nifty 100 Low Volatility 30 ETF,LOWVOL,Equity
Bhagawati Gas Ltd,BHAGGAS,Commodity Chemicals
Polycon International Ltd,POLYCON,Plastic Products
Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,Cable & D2H
Indo Euro Indchem Ltd,INDOEURO,Specialty Chemicals
Groww Nifty Metal ETF,GROWWMETAL,Equity
Inani Securities Ltd,INANISEC,Investment Banking & Brokerage
Swasth Foodtech India Ltd,SWASTH,FMCG - Foods
